76543210,2
67543210,11
65743210,10
65473210,3
65437210,12
65432710,9
65432170,9
65432107,13
75643210,11
57643210,10
56743210,12
56473210,10
56437210,6
56432710,9
56432170,10
56432107,5
75463210,10
57463210,11
54763210,3
54673210,11
54637210,8
54632710,12
54632170,5
54632107,9
75436210,9
57436210,7
54736210,11
54376210,9
54367210,12
54362710,8
54362170,9
54362107,12
75432610,5
57432610,11
54732610,9
54372610,4
54327610,8
54326710,10
54326170,8
54326107,8
75432160,11
57432160,11
54732160,8
54372160,12
54327160,9
54321760,8
54321670,10
54321607,8
75432106,9
57432106,6
54732106,12
54372106,9
54327106,9
54321706,9
54321076,7
54321067,10
76453210,11
67453210,11
64753210,11
64573210,10
64537210,6
64532710,11
64532170,10
64532107,5
74653210,10
47653210,3
46753210,10
46573210,11
46537210,9
46532710,5
46532170,12
46532107,9
74563210,12
47563210,10
45763210,11
45673210,11
45637210,10
45632710,7
45632170,7
45632107,11
74536210,10
47536210,7
45736210,7
45376210,9
45367210,6
45362710,11
45362170,10
45362107,6
74532610,8
47532610,11
45732610,9
45372610,8
45327610,9
45326710,10
45326170,11
45326107,8
74532160,8
47532160,4
45732160,10
45372160,7
45327160,10
45321760,3
45321670,8
45321607,11
74532106,10
47532106,8
45732106,6
45372106,10
45327106,11
45321706,10
45321076,9
45321067,10
76435210,8
67435210,9
64735210,9
64375210,9
64357210,6
64352710,10
64352170,10
64352107,6
74635210,7
47635210,12
46735210,7
46375210,7
46357210,9
46352710,12
46352170,5
46352107,8
74365210,9
47365210,9
43765210,9
43675210,9
43657210,12
43652710,9
43652170,8
43652107,12
74356210,7
47356210,12
43756210,8
43576210,7
43567210,6
43562710,10
43562170,11
43562107,6
74352610,11
47352610,8
43752610,5
43572610,10
43527610,8
43526710,10
43526170,9
43526107,9
74352160,11
47352160,8
43752160,11
43572160,11
43527160,7
43521760,10
43521670,9
43521607,7
74352106,7
47352106,11
43752106,9
43572106,7
43527106,9
43521706,9
43521076,8
43521067,10
76432510,11
67432510,8
64732510,5
64372510,11
64327510,8
64325710,7
64325170,7
64325107,8
74632510,10
47632510,9
46732510,10
46372510,11
46327510,7
46325710,8
46325170,10
46325107,8
74362510,8
47362510,4
43762510,12
43672510,7
43627510,10
43625710,7
43625170,10
43625107,10
74326510,8
47326510,9
43726510,8
43276510,8
43267510,9
43265710,8
43265170,7
43265107,8
74325610,10
47325610,9
43725610,10
43275610,11
43257610,8
43256710,9
43256170,9
43256107,8
74325160,12
47325160,8
43725160,6
43275160,11
43257160,8
43251760,9
43251670,10
43251607,9
74325106,7
47325106,9
43725106,8
43275106,8
43257106,10
43251706,8
43251076,8
43251067,9
76432150,5
67432150,8
64732150,11
64372150,5
64327150,11
64321750,11
64321570,11
64321507,12
74632150,9
47632150,9
46732150,11
46372150,9
46327150,8
46321750,12
46321570,11
46321507,7
74362150,7
47362150,12
43762150,4
43672150,8
43627150,9
43621750,11
43621570,7
43621507,9
74326150,11
47326150,8
43726150,9
43276150,12
43267150,11
43261750,10
43261570,11
43261507,11
74321650,4
47321650,8
43721650,12
43271650,3
43217650,12
43216750,7
43216570,9
43216507,13
74321560,8
47321560,11
43721560,8
43271560,8
43217560,7
43215760,10
43215670,10
43215607,7
74321506,11
47321506,8
43721506,9
43271506,11
43217506,7
43215706,10
43215076,12
43215067,7
76432105,9
67432105,10
64732105,9
64372105,8
64327105,8
64321705,6
64321075,9
64321057,8
74632105,6
47632105,12
46732105,6
46372105,7
46327105,8
46321705,11
46321075,8
46321057,9
74362105,9
47362105,9
43762105,9
43672105,9
43627105,7
43621705,10
43621075,11
43621057,6
74326105,11
47326105,9
43726105,11
43276105,10
43267105,7
43261705,7
43261075,8
43261057,8
74321605,11
47321605,9
43721605,5
43271605,12
43217605,10
43216705,10
43216075,7
43216057,9
74321065,8
47321065,8
43721065,8
43271065,7
